tnsn ,titem_name ,titem_price ,tdescription 
5133-00-988-5665 ,Drill Bit (Cobalt HSS) ,11.69,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5674 ,Drill Bit (Cobalt HSS) ,13.92,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5683 ,Drill Bit (Cobalt HSS) ,34.43,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-894-5611 ,Drill Bit (Cobalt HSS) ,14.78,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5664 ,Drill Bit (Cobalt HSS) ,14.78,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5655 ,Drill Bit (Cobalt HSS) ,15.56,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5673 ,Drill Bit (Cobalt HSS) ,22.67,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5684 ,Drill Bit (Cobalt HSS) ,27.58,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-412-1748 ,Drill Bit (Cobalt HSS) ,27.28,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5697 ,Drill Bit (Cobalt HSS) ,16.48,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5695 ,Drill Bit (Cobalt HSS) ,11.45,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-051-5748 ,Drill Bit (Cobalt HSS) ,13.24,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-894-5613 ,Drill Bit (Cobalt HSS) ,15.48,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-051-5749 ,Drill Bit (Cobalt HSS) ,17.09,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-065-0981 ,Drill Bit (Cobalt HSS) ,17.33,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5699 ,Drill Bit (Cobalt HSS) ,18.94,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-838-5245 ,Drill Bit (Cobalt HSS) ,22.81,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-065-0980 ,Drill Bit (Cobalt HSS) ,22.88,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5703 ,Drill Bit (Cobalt HSS) ,28.82,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5707 ,Drill Bit (Cobalt HSS) ,37.93,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5711 ,Drill Bit (Cobalt HSS) ,41.7,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5656 ,Drill Bit (Cobalt HSS) ,0.79,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5681 ,Drill Bit (Cobalt HSS) ,3.24,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5682 ,Drill Bit (Cobalt HSS) ,1.43,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5685 ,Drill Bit (Cobalt HSS) ,3.42,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5686 ,Drill Bit (Cobalt HSS) ,3.42,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5688 ,Drill Bit (Cobalt HSS) ,4.27,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5689 ,Drill Bit (Cobalt HSS) ,4.27,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5692 ,Drill Bit (Cobalt HSS) ,4.27,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5693 ,Drill Bit (Cobalt HSS) ,4.27,"These, type ""D"", ""Jobber"" short flute length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, which "
5133-00-988-5702 ,Drill Bit (Cobalt HSS) ,2.42,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-00-988-5705 ,Drill Bit (Cobalt HSS) ,3.28,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-01-021-9307 ,Drill Bit (Cobalt HSS) ,7.09,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-01-045-4946 ,Drill Bit (Cobalt HSS) ,0.96,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-01-119-3215 ,Drill Bit (Cobalt HSS) ,1.36,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-01-439-4376 ,Drill Bit (Cobalt HSS) ,3.93,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
5133-01-439-4380 ,Drill Bit (Cobalt HSS) ,1.1,"These, type ""J"", ""Jobber"" length drill bits are for use in drilling hard steel, stainless steel, titanium, and other hard materials. These heavy duty, oxide treated, aircraft quality cobalt drills maintain their cutting ability at higher temperatures, whi"
